PSP;NL
Globally, it is never the case that max_speed_limit = 107 holds.;maximum speed limit MUST NOT be EQUAL to 107 km/h.
After horizontal_vision > 1, it is always the case that if engine_overheat_alert holds, then MIN_MF = 0.6 holds as well.;IF horizontal vision is GREATER THAN 1 m AND engine overheat alert is on THEN minimum magnification factor EQUAL to 0.6.
Globally, it is always the case that if climate_control_setting > 26 and low_gps_signal holds, then ABS_activation eventually holds.;IF climate control setting is GREATER THAN 26 C AND GPS signal is low THEN ABS is activated.
Globally, it is never the case that coolant_level >= 61 holds.;coolant level MUST NOT be EQUAL or GREATER THAN 61 C.
Globally, it is never the case that brake_fluid_level > traffic_flow_speed holds.;brake fluid level MUST NOT be GREATER THAN traffic flow speed.
After warning_emergency, it is always the case that if brake_fluid_level <= 41 holds, then ABS_activation holds as well.;IF send warning emergency vehicle AND brake fluid level is EQUAL or LESS THAN 41 % THEN ABS is activated.
Globally, it is never the case that wiper_speed < video_number holds.;wiper speed MUST NOT be LESS THAN number of videos displayed.
Globally, it is always the case that if turning and traffic_density > 66 holds, then parking_camera holds as well.;IF vehicle is turning AND traffic density is GREATER THAN 66 vehicles/km THEN parking camera is activated.
Globally, it is always the case that if collision_alert and road_slope > -7 holds, then horizontal_vision = 19 and horn eventually holds.;IF collision alert is on AND road slope is GREATER THAN -7 degrees THEN horizontal vision EQUAL to 19 m AND activate horn.
After reversing, it is always the case that if distraction_alert holds, then blind_spot holds as well.;IF the vehicle is reversing AND distraction alert is on THEN object on blind spot.
After tire_pressure >= 35, it is always the case that if cruise_control holds, then climate_control_setting = 18 eventually holds.;IF tire pressure is EQUAL or GREATER THAN 35 psi AND cruise control is activated THEN climate control setting EQUAL to 18 C.
After emergency_record, it is always the case that if brake_fluid_level >= 63 holds, then required_maintenance eventually holds.;IF record an emergency video AND brake fluid level is EQUAL or GREATER THAN 63 % THEN the vehicle requires maintenance.
Globally, it is never the case that camera_number > 4 holds.;camera number MUST NOT be GREATER THAN 4.
After on_right_lane, it is always the case that door_locking holds.;IF the vehicle is in the right lane THEN lock the doors.
Globally, it is always the case that monitor_background_luminance = 1.9 holds.;monitor background luminance is EQUAL to 1.9 cd/m2.
Globally, it is always the case that engine_temperature = -5 holds.;engine temperature is EQUAL to -5 C.
After video_number >= 5, it is always the case that if light_sources_intensity >= 1373 holds, then camera_defrost_system holds as well.;IF number of videos displayed is EQUAL or GREATER THAN 5 AND intensity of light sources is EQUAL or GREATER THAN 1373 cd THEN camera defrost system.
Globally, it is always the case that if approaching_vehicle_distance <= 3 holds, then door_locking and send_distraction_alert holds as well.;IF distance of approaching vehicle is EQUAL or LESS THAN 3 m THEN lock the doors AND send distraction alert.
Globally, it is always the case that if radio_volume < 8 and brake_fluid_level = 52 holds, then zoom_level > 3 eventually holds.;IF radio volume is LESS THAN 8 dB AND brake fluid level is EQUAL to 52 % THEN camera zoom level CAN be GREATER THAN 3 x.
After camera_defrost_system, it is always the case that if engine_conditions_alert holds, then max_acceleration > 6 eventually holds.;IF camera defrost system AND engine conditions alert is on THEN maximum possible acceleration CAN be GREATER THAN 6 m/s2.
After climate_control_setting = 18, it is always the case that if adjust_default_view holds, then send_battery_charge_alert eventually holds.;IF climate control setting is EQUAL to 18 C AND adjust default view THEN send battery charge alert.
Globally, it is never the case that vertical_longitudinal_median_plane >= 109 holds.;vertical longitudinal median plane MUST NOT be EQUAL or GREATER THAN 109 m.
Globally, it is always the case that if getting_overtaken holds, then max_acceleration >= 9 and eco_mode eventually holds.;IF the vehicle is getting overtaken THEN maximum possible acceleration MUST be EQUAL or GREATER THAN 9 m/s2 AND activate eco mode.
Globally, it is always the case that if NN_clean_image_result > 0 holds, then auto_break_sensitivity >= 16 holds as well.;IF clean process algorithm result is GREATER THAN 0 THEN auto break sensitivity MUST be EQUAL or GREATER THAN 16 %.
Globally, it is always the case that if road_slope < 23 and reversing holds, then perceived_light_sources_number <= 3 holds as well.;IF road slope is LESS THAN 23 degrees AND the vehicle is reversing THEN number of perceived light sources MUST be EQUAL or LESS THAN 3.
After engine_rpm < 6500, it is always the case that vertical_vision_distance < 20 holds.;IF engine RPM is LESS THAN 6500 rpm THEN vertical vision distance behind driver CAN be LESS THAN 20 m.
After length_driven = 88452 and distance_center_lane <= 3, it is always the case that perceived_light_sources_number < 2 holds.;IF total length driven by the vehicle is EQUAL to 88452 km AND distance from center lane is EQUAL or LESS THAN 3 m THEN number of perceived light sources CAN be LESS THAN 2.
Globally, it is always the case that if automatic_luminance_contrast_adjustment and cruise_control_speed >= 30 holds, then send_oil_change_alert holds as well.;IF automatic luminance contrast adjustment AND cruise control speed is EQUAL or GREATER THAN 30 km/h THEN send oil change alert.
Globally, it is never the case that battery_charge > 28 holds.;battery charge MUST NOT be GREATER THAN 28 %.
Globally, it is always the case that if approaching_vehicle_in_blind_spot holds, then send_low_fuel_alert eventually holds.;IF approaching vehicle in blind spot THEN send low fuel alert.
Globally, it is always the case that if engine_rpm > 2800 holds, then call_emergency and MIN_MF <= 0.4 eventually holds.;IF engine RPM is GREATER THAN 2800 rpm THEN call emergency services AND minimum magnification factor MUST be EQUAL or LESS THAN 0.4.
After engine_efficiency < 61, it is always the case that if temperature < 9 holds, then NN_clean_image_result >= 0 eventually holds.;IF engine efficiency is LESS THAN 61 % AND temperature is LESS THAN 9 °C THEN clean process algorithm result MUST be EQUAL or GREATER THAN 0.
Globally, it is never the case that zoom_level < fuel_level holds.;camera zoom level MUST NOT be LESS THAN fuel level.
After battery_charge > 52, it is always the case that if luminance < 2.1 holds, then cruise_control_speed = 22 holds as well.;IF battery charge is GREATER THAN 52 % AND luminance is LESS THAN 2.1 lx THEN cruise control speed EQUAL to 22 km/h.
Globally, it is always the case that if traffic_density <= 34 and horizontal_vision > 6 holds, then defrosting eventually holds.;IF traffic density is EQUAL or LESS THAN 34 vehicles/km AND horizontal vision is GREATER THAN 6 m THEN defrosting.
Globally, it is always the case that if max_speed_limit <= 17 holds, then required_maintenance eventually holds.;IF maximum speed limit is EQUAL or LESS THAN 17 km/h THEN the vehicle requires maintenance.
Globally, it is always the case that engine_temperature = 9 holds.;engine temperature is EQUAL to 9 C.
After oil_change_alert and wind_speed > 85, it is always the case that auto_break_sensitivity < 83 holds.;IF oil change alert is on AND wind speed is GREATER THAN 85 km/h THEN auto break sensitivity CAN be LESS THAN 83 %.
After coolant_level < 6 and on_left_lane, it is always the case that send_speeding_alert holds.;IF coolant level is LESS THAN 6 C AND the vehicle is in the left lane THEN send speeding alert.
After send_oil_change_alert, it is always the case that if speeding_alert holds, then send_distraction_alert eventually holds.;IF send oil change alert AND speeding alert is on THEN send distraction alert.
Globally, it is always the case that if engine_conditions_alert holds, then send_washer_fluid_level_alert and send_low_fuel_alert eventually holds.;IF engine conditions alert is on THEN send washer fluid level alert AND send low fuel alert.
Globally, it is always the case that tire_pressure = oil_level holds.;tire pressure is EQUAL to oil level.
Globally, it is always the case that if gear <= 1 holds, then defrosting and send_tire_pressure_alert holds as well.;IF gear number is EQUAL or LESS THAN 1 gear THEN defrosting AND send tire pressure alert.
Globally, it is always the case that if reversing and display_area = 83 holds, then auto_dimming holds as well.;IF the vehicle is reversing AND display area is EQUAL to 83 m THEN activate auto dimming.
Globally, it is always the case that if reversing and tire_pressure_alert holds, then send_collision_alert eventually holds.;IF the vehicle is reversing AND tire pressure alert is on THEN send collision alert.
After parking_camera, it is always the case that if NN_clean_image_result < 0 holds, then door_locking holds as well.;IF parking camera is activated AND clean process algorithm result is LESS THAN 0 THEN lock the doors.
After NN_clean_image_result <= 0, it is always the case that if battery_charge_alert holds, then horizontal_vision <= 12 holds as well.;IF clean process algorithm result is EQUAL or LESS THAN 0 AND battery charge alert is on THEN horizontal vision MUST be EQUAL or LESS THAN 12 m.
Globally, it is never the case that vertical_vision = 8 holds.;vertical vision MUST NOT be EQUAL to 8 m.
After light_sources_intensity >= 1219, it is always the case that MIN_MF < 0.3 and airbag_deploy holds.;IF intensity of light sources is EQUAL or GREATER THAN 1219 cd THEN minimum magnification factor CAN be LESS THAN 0.3 AND activate airbag deployment.
After wiper, it is always the case that if road_curvature >= 112 holds, then lock_steering holds as well.;IF activate wiper AND road curvature is EQUAL or GREATER THAN 112 degrees THEN lock steering.
After collision_alert and distraction_alert, it is always the case that MIN_MF > 0.9 and required_maintenance holds.;IF collision alert is on AND distraction alert is on THEN minimum magnification factor CAN be GREATER THAN 0.9 AND the vehicle requires maintenance.
After monitor_background_luminance <= 1.1, it is always the case that if brake_fluid_level < 18 holds, then send_brake_conditions_alert holds as well.;IF monitor background luminance is EQUAL or LESS THAN 1.1 cd/m2 AND brake fluid level is LESS THAN 18 % THEN send brake conditions alert.
After sleeping_alert, it is always the case that if coolant_level < 95 holds, then MIN_MF < 0.6 holds as well.;IF sleeping alert is on AND coolant level is LESS THAN 95 C THEN minimum magnification factor CAN be LESS THAN 0.6.
Globally, it is always the case that battery_charge = 80 holds.;battery charge is EQUAL to 80 %.
Globally, it is always the case that if tire_rotation_alert holds, then emergency_brake eventually holds.;IF tire rotation alert is on THEN activate emergency brake.
After old_road and road_slope <= 5, it is always the case that send_tire_rotation_alert and send_distraction_alert holds.;IF old road AND road slope is EQUAL or LESS THAN 5 degrees THEN send tire rotation alert AND send distraction alert.
Globally, it is always the case that if fuel_level < 100 holds, then night_light_state eventually holds.;IF fuel level is LESS THAN 100 % THEN night light condition.
After send_alert, it is always the case that if overtaking holds, then signal_lamp_event holds as well.;IF send generic alert AND the vehicle is overtaking THEN signal-lamp.
Globally, it is always the case that if vertical_longitudinal_median_plane >= 167 and direct_sunlight_state holds, then horn holds as well.;IF vertical longitudinal median plane is EQUAL or GREATER THAN 167 m AND state of direct sunlight THEN activate horn.
After NN_clean_image_result = 0, it is always the case that if light_sources_intensity <= 1389 holds, then send_oil_change_alert eventually holds.;IF clean process algorithm result is EQUAL to 0 AND intensity of light sources is EQUAL or LESS THAN 1389 cd THEN send oil change alert.
Globally, it is always the case that vertical_vision <= 8 holds.;vertical vision is EQUAL or LESS THAN 8 m.
Globally, it is always the case that if coolant_level_alert holds, then send_alert holds as well.;IF coolant level alert is on THEN send generic alert.
After tire_pressure >= 50, it is always the case that if coolant_level_alert holds, then call_emergency eventually holds.;IF tire pressure is EQUAL or GREATER THAN 50 psi AND coolant level alert is on THEN call emergency services.
Globally, it is never the case that washer_fluid_level <= 20 holds.;washer fluid level MUST NOT be EQUAL or LESS THAN 20 %.
Globally, it is never the case that gps_signal = 9 holds.;GPS signal strength MUST NOT be EQUAL to 9 dBm.
After vertical_longitudinal_median_plane > 132, it is always the case that minimum_distance <= 4 and emergency_brake holds.;IF vertical longitudinal median plane is GREATER THAN 132 m THEN minimum distance from vehicle in front MUST be EQUAL or LESS THAN 4 m AND activate emergency brake.
After engine_rpm < 5800, it is always the case that if braking holds, then acceleration_adjustment holds as well.;IF engine RPM is LESS THAN 5800 rpm AND the vehicle is braking THEN acceleration adjustment.
Globally, it is never the case that light_sources_distance >= 498 holds.;distance of light sources MUST NOT be EQUAL or GREATER THAN 498 m.
Globally, it is always the case that if monitor_background_luminance > 2.0 and on_right_lane holds, then send_oil_change_alert and minimum_distance > 14 holds as well.;IF monitor background luminance is GREATER THAN 2.0 cd/m2 AND the vehicle is in the right lane THEN send oil change alert AND minimum distance from vehicle in front CAN be GREATER THAN 14 m.
Globally, it is always the case that if vertical_longitudinal_median_plane <= 167 holds, then stay_in_lane and send_collision_alert eventually holds.;IF vertical longitudinal median plane is EQUAL or LESS THAN 167 m THEN activate stay in lane algorithm AND send collision alert.
After auto_accelerate_sensitivity <= 1, it is always the case that if approaching_vehicle_in_blind_spot holds, then send_collision_alert eventually holds.;IF auto accelerate sensitivity is EQUAL or LESS THAN 1 % AND approaching vehicle in blind spot THEN send collision alert.
Globally, it is always the case that if speeding_alert holds, then ABS_activation and vertical_vision_distance < 22 eventually holds.;IF speeding alert is on THEN ABS is activated AND vertical vision distance behind driver CAN be LESS THAN 22 m.
After camera_defrost_system and traffic_density < 67, it is always the case that lock_acceleration and parking_camera holds.;IF camera defrost system AND traffic density is LESS THAN 67 vehicles/km THEN lock acceleration AND parking camera is activated.
After need_revision, it is always the case that if radio_volume >= 8 holds, then parking_camera eventually holds.;IF vehicle revision is needed AND radio volume is EQUAL or GREATER THAN 8 dB THEN parking camera is activated.
After required_field_vision = 41, it is always the case that if night_light_state holds, then door_locking eventually holds.;IF required field of vision is EQUAL to 41 m AND night light condition THEN lock the doors.
Globally, it is always the case that if airbag_conditions_alert and washer_fluid_level_alert holds, then send_camera_obstruction_alert and night_light_state eventually holds.;IF airbag conditions alert is on AND washer fluid level alert is on THEN send camera obstruction alert AND night light condition.
After zoom_out, it is always the case that if sleeping_alert holds, then send_engine_conditions_alert holds as well.;IF zoom out the camera AND sleeping alert is on THEN send engine conditions alert.
After washer_fluid_level >= 6, it is always the case that monitor_background_luminance < 1.3 and NN_clean_image_result >= 0 holds.;IF washer fluid level is EQUAL or GREATER THAN 6 % THEN monitor background luminance CAN be LESS THAN 1.3 cd/m2 AND clean process algorithm result MUST be EQUAL or GREATER THAN 0.
After send_engine_overheat_alert, it is always the case that if cruise_control_speed > 0 holds, then AVG_MF <= 0.5 holds as well.;IF send engine overheat alert AND cruise control speed is GREATER THAN 0 km/h THEN average magnification factor MUST be EQUAL or LESS THAN 0.5.
Globally, it is never the case that engine_temperature > 61 holds.;engine temperature MUST NOT be GREATER THAN 61 C.
After send_speeding_alert, it is always the case that if oil_level > 69 holds, then zoom_in holds as well.;IF send speeding alert AND oil level is GREATER THAN 69 % THEN zoom in the camera.
Globally, it is always the case that if old_road holds, then emergency_brake holds as well.;IF old road THEN activate emergency brake.
Globally, it is always the case that engine_efficiency >= inter_light_sources_distance holds.;engine efficiency is EQUAL or GREATER THAN distance between light sources.
Globally, it is always the case that if climate_control_setting <= 26 and old_road holds, then eco_mode holds as well.;IF climate control setting is EQUAL or LESS THAN 26 C AND old road THEN activate eco mode.
After light_sources_number >= 3, it is always the case that NN_clean_image_result <= 0 and defrosting holds.;IF number of light sources is EQUAL or GREATER THAN 3 THEN clean process algorithm result MUST be EQUAL or LESS THAN 0 AND defrosting.
Globally, it is never the case that washer_fluid_level = wind_speed holds.;washer fluid level MUST NOT be EQUAL to wind speed.
After min_speed_limit > 60, it is always the case that vertical_vision_distance < 54 holds.;IF minimum speed limit is GREATER THAN 60 km/h THEN vertical vision distance behind driver CAN be LESS THAN 54 m.
After auto_break, it is always the case that vertical_vision_distance > 23 and max_acceleration >= 4 holds.;IF auto break is activated THEN vertical vision distance behind driver CAN be GREATER THAN 23 m AND maximum possible acceleration MUST be EQUAL or GREATER THAN 4 m/s2.
After low_gps_signal, it is always the case that airbag_deploy and send_camera_obstruction_alert holds.;IF GPS signal is low THEN activate airbag deployment AND send camera obstruction alert.
Globally, it is never the case that cruise_control_speed <= 113 holds.;cruise control speed MUST NOT be EQUAL or LESS THAN 113 km/h.
Globally, it is never the case that light_sources_distance = min_speed_limit holds.;distance of light sources MUST NOT be EQUAL to minimum speed limit.
Globally, it is always the case that if oil_change_alert and reversing holds, then send_camera_obstruction_alert eventually holds.;IF oil change alert is on AND the vehicle is reversing THEN send camera obstruction alert.
After cruise_control, it is always the case that if night_light_state holds, then send_washer_fluid_level_alert eventually holds.;IF cruise control is activated AND night light condition THEN send washer fluid level alert.
Globally, it is always the case that if passenger_seatbelt holds, then HDR eventually holds.;IF the passenger is wearing the seatbelt THEN enable HDR.
After adjust_default_view, it is always the case that if climate_control_setting = 19 holds, then monitor_background_luminance > 0.7 eventually holds.;IF adjust default view AND climate control setting is EQUAL to 19 C THEN monitor background luminance CAN be GREATER THAN 0.7 cd/m2.
Globally, it is never the case that temperature = 12 holds.;temperature MUST NOT be EQUAL to 12 °C.
After oil_change_alert, it is always the case that if collision_alert holds, then send_collision_alert holds as well.;IF oil change alert is on AND collision alert is on THEN send collision alert.
Globally, it is always the case that if default_view holds, then call_emergency holds as well.;IF default view THEN call emergency services.
After getting_overtaken, it is always the case that if approaching_vehicle_distance > 11 holds, then send_collision_alert eventually holds.;IF the vehicle is getting overtaken AND distance of approaching vehicle is GREATER THAN 11 m THEN send collision alert.
After NN_clean_image_result = 0, it is always the case that if luminance > 3.1 holds, then steering_adjustment eventually holds.;IF clean process algorithm result is EQUAL to 0 AND luminance is GREATER THAN 3.1 lx THEN steering adjustment.
After need_revision, it is always the case that if camera_defrost_system holds, then send_tire_pressure_alert holds as well.;IF vehicle revision is needed AND camera defrost system THEN send tire pressure alert.
After brake_conditions_alert, it is always the case that if brake_conditions_alert holds, then cruise_control_speed = 66 holds as well.;IF brake conditions alert is on AND brake conditions alert is on THEN cruise control speed EQUAL to 66 km/h.
Globally, it is never the case that horizontal_vision > 8 holds.;horizontal vision MUST NOT be GREATER THAN 8 m.
After auto_accelerate and max_speed_limit < 117, it is always the case that send_engine_overheat_alert and send_battery_charge_alert holds.;IF auto accelerate is activated AND maximum speed limit is LESS THAN 117 km/h THEN send engine overheat alert AND send battery charge alert.
Globally, it is always the case that vertical_longitudinal_median_plane = 35 holds.;vertical longitudinal median plane is EQUAL to 35 m.
After auto_dimming, it is always the case that if unpaved_road holds, then signal_lamp_event holds as well.;IF activate auto dimming AND unpaved road THEN signal-lamp.
After coolant_level_alert, it is always the case that if washer_fluid_level_alert holds, then warning_emergency eventually holds.;IF coolant level alert is on AND washer fluid level alert is on THEN send warning emergency vehicle.
Globally, it is always the case that if airbag_conditions_alert holds, then call_emergency and cruise_control_speed < 35 eventually holds.;IF airbag conditions alert is on THEN call emergency services AND cruise control speed CAN be LESS THAN 35 km/h.
After overtaking and need_revision, it is always the case that send_low_fuel_alert holds.;IF the vehicle is overtaking AND vehicle revision is needed THEN send low fuel alert.
Globally, it is never the case that coolant_level > temperature holds.;coolant level MUST NOT be GREATER THAN temperature.
Globally, it is always the case that if engine_rpm <= 4100 and battery_charge > 69 holds, then zoom_out eventually holds.;IF engine RPM is EQUAL or LESS THAN 4100 rpm AND battery charge is GREATER THAN 69 % THEN zoom out the camera.
Globally, it is always the case that min_speed_limit <= 54 holds.;minimum speed limit is EQUAL or LESS THAN 54 km/h.
After coolant_level > 34, it is always the case that if road_curvature = 14 holds, then auto_accelerate_sensitivity < 47 holds as well.;IF coolant level is GREATER THAN 34 C AND road curvature is EQUAL to 14 degrees THEN auto accelerate sensitivity CAN be LESS THAN 47 %.
After tire_pressure_alert, it is always the case that send_coolant_level_alert and send_seatbelt_alert holds.;IF tire pressure alert is on THEN send coolant level alert AND send seatbelt alert.
After tire_rotation <= 19, it is always the case that if braking holds, then send_speeding_alert holds as well.;IF tire rotation is EQUAL or LESS THAN 19 degrees AND the vehicle is braking THEN send speeding alert.
After camera_obstruction and cruise_control, it is always the case that air_conditioning and MIN_MF > 0.3 holds.;IF camera is obstructed AND cruise control is activated THEN activate air conditioning AND minimum magnification factor CAN be GREATER THAN 0.3.
After vertical_vision = 7, it is always the case that if camera_number > 2 holds, then NN_clean_image_result < 0 eventually holds.;IF vertical vision is EQUAL to 7 m AND camera number is GREATER THAN 2 THEN clean process algorithm result CAN be LESS THAN 0.
After required_field_vision = 38, it is always the case that if low_fuel_alert holds, then signal_lamp_event eventually holds.;IF required field of vision is EQUAL to 38 m AND low fuel alert is on THEN signal-lamp.
Globally, it is always the case that vertical_vision_distance = 54 holds.;vertical vision distance behind driver is EQUAL to 54 m.
Globally, it is always the case that auto_break_sensitivity < 91 holds.;auto break sensitivity is LESS THAN 91 %.
After braking, it is always the case that if speeding_alert holds, then lock_steering eventually holds.;IF the vehicle is braking AND speeding alert is on THEN lock steering.
Globally, it is always the case that if cruise_control_speed >= 80 holds, then night_light_state and climate_control_setting = 28 eventually holds.;IF cruise control speed is EQUAL or GREATER THAN 80 km/h THEN night light condition AND climate control setting EQUAL to 28 C.
After NN_clean_processing, it is always the case that if blind_spot holds, then zoom_out eventually holds.;IF enable digital clean image processing algorithm AND object on blind spot THEN zoom out the camera.
After tire_rotation_alert and turning, it is always the case that full_beam holds.;IF tire rotation alert is on AND vehicle is turning THEN activate full beam lights.
After blind_spot, it is always the case that if on_left_lane holds, then vertical_vision <= 12 holds as well.;IF object on blind spot AND the vehicle is in the left lane THEN vertical vision MUST be EQUAL or LESS THAN 12 m.
After camera_number > 3, it is always the case that acceleration_adjustment holds.;IF camera number is GREATER THAN 3 THEN acceleration adjustment.
Globally, it is always the case that if approaching_vehicle_velocity < 16 holds, then max_acceleration >= 8 and lock_acceleration eventually holds.;IF velocity of approaching vehicle is LESS THAN 16 km/h THEN maximum possible acceleration MUST be EQUAL or GREATER THAN 8 m/s2 AND lock acceleration.
After parking_camera, it is always the case that if washer_fluid_level_alert holds, then send_distraction_alert holds as well.;IF parking camera is activated AND washer fluid level alert is on THEN send distraction alert.
Globally, it is always the case that if night_light_state and cruise_control_speed > 124 holds, then vertical_vision_distance < 45 holds as well.;IF night light condition AND cruise control speed is GREATER THAN 124 km/h THEN vertical vision distance behind driver CAN be LESS THAN 45 m.
After acceleration_adjustment, it is always the case that if temperature >= 40 holds, then send_tire_pressure_alert holds as well.;IF acceleration adjustment AND temperature is EQUAL or GREATER THAN 40 °C THEN send tire pressure alert.
Globally, it is always the case that if blind_spot and passenger_seatbelt holds, then auto_dimming and send_oil_change_alert eventually holds.;IF object on blind spot AND the passenger is wearing the seatbelt THEN activate auto dimming AND send oil change alert.
Globally, it is always the case that if horizontal_vision >= 20 and video_number = 4 holds, then send_washer_fluid_level_alert holds as well.;IF horizontal vision is EQUAL or GREATER THAN 20 m AND number of videos displayed is EQUAL to 4 THEN send washer fluid level alert.
After engine_temperature <= 43, it is always the case that if horizontal_vision <= 20 holds, then zoom_out eventually holds.;IF engine temperature is EQUAL or LESS THAN 43 C AND horizontal vision is EQUAL or LESS THAN 20 m THEN zoom out the camera.
Globally, it is never the case that approaching_vehicle_velocity < 13 holds.;velocity of approaching vehicle MUST NOT be LESS THAN 13 km/h.
Globally, it is always the case that engine_temperature > 57 holds.;engine temperature is GREATER THAN 57 C.
Globally, it is always the case that if old_road holds, then auto_dimming holds as well.;IF old road THEN activate auto dimming.
After AVG_MF = 0.3, it is always the case that if auto_break holds, then door_locking eventually holds.;IF average magnification factor is EQUAL to 0.3 AND auto break is activated THEN lock the doors.
Globally, it is never the case that radio_volume < approaching_vehicle_distance holds.;radio volume MUST NOT be LESS THAN distance of approaching vehicle.
After fog_density <= 35 and monitor_background_luminance > 2.0, it is always the case that airbag_deploy holds.;IF fog density is EQUAL or LESS THAN 35 % AND monitor background luminance is GREATER THAN 2.0 cd/m2 THEN activate airbag deployment.
Globally, it is always the case that if airbag_conditions_alert holds, then send_oil_change_alert holds as well.;IF airbag conditions alert is on THEN send oil change alert.
After auto_dimming, it is always the case that if video_number > 4 holds, then headlight_intensity >= 15 eventually holds.;IF activate auto dimming AND number of videos displayed is GREATER THAN 4 THEN headlight intensity MUST be EQUAL or GREATER THAN 15 %.
Globally, it is always the case that light_sources_number >= 3 holds.;number of light sources is EQUAL or GREATER THAN 3.
Globally, it is always the case that if display_area < 29 and camera_defrost_system holds, then zoom_level > 2 and send_speeding_alert eventually holds.;IF display area is LESS THAN 29 m AND camera defrost system THEN camera zoom level CAN be GREATER THAN 2 x AND send speeding alert.
Globally, it is never the case that vertical_vision < 10 holds.;vertical vision MUST NOT be LESS THAN 10 m.
Globally, it is always the case that vertical_longitudinal_median_plane = min_speed_limit holds.;vertical longitudinal median plane is EQUAL to minimum speed limit.
Globally, it is never the case that light_sources_distance > 146 holds.;distance of light sources MUST NOT be GREATER THAN 146 m.
After brake_fluid_level >= 58, it is always the case that if perceived_light_sources_number <= 2 holds, then climate_control_setting = 27 eventually holds.;IF brake fluid level is EQUAL or GREATER THAN 58 % AND number of perceived light sources is EQUAL or LESS THAN 2 THEN climate control setting EQUAL to 27 C.
After washer_fluid_level_alert and max_speed_limit < 54, it is always the case that air_conditioning and steering_adjustment holds.;IF washer fluid level alert is on AND maximum speed limit is LESS THAN 54 km/h THEN activate air conditioning AND steering adjustment.
After distance_center_lane >= 0 and rain, it is always the case that send_oil_change_alert and defrosting holds.;IF distance from center lane is EQUAL or GREATER THAN 0 m AND is raining THEN send oil change alert AND defrosting.
Globally, it is always the case that if engine_rpm < 6300 and vertical_vision = 9 holds, then object_detection holds as well.;IF engine RPM is LESS THAN 6300 rpm AND vertical vision is EQUAL to 9 m THEN object is detected.
Globally, it is never the case that temperature <= 3 holds.;temperature MUST NOT be EQUAL or LESS THAN 3 °C.
After engine_temperature < 77, it is always the case that if old_road holds, then zoom_out holds as well.;IF engine temperature is LESS THAN 77 C AND old road THEN zoom out the camera.
Globally, it is always the case that traffic_flow_speed <= 90 holds.;traffic flow speed is EQUAL or LESS THAN 90 km/h.
After on_right_lane and engine_temperature = 81, it is always the case that defrosting holds.;IF the vehicle is in the right lane AND engine temperature is EQUAL to 81 C THEN defrosting.
Globally, it is always the case that light_sources_number >= perceived_light_sources_number holds.;number of light sources is EQUAL or GREATER THAN number of perceived light sources.
Globally, it is always the case that if unpaved_road holds, then send_tire_rotation_alert holds as well.;IF unpaved road THEN send tire rotation alert.
Globally, it is never the case that luminance < 4.8 holds.;luminance MUST NOT be LESS THAN 4.8 lx.
Globally, it is never the case that max_speed_limit >= 38 holds.;maximum speed limit MUST NOT be EQUAL or GREATER THAN 38 km/h.
After park_assist, it is always the case that if low_gps_signal holds, then send_coolant_level_alert eventually holds.;IF park assist is activated AND GPS signal is low THEN send coolant level alert.
Globally, it is always the case that if engine_conditions_alert holds, then send_oil_change_alert and warning_emergency eventually holds.;IF engine conditions alert is on THEN send oil change alert AND send warning emergency vehicle.
Globally, it is never the case that camera_number > 3 holds.;camera number MUST NOT be GREATER THAN 3.
After minimum_distance < 18, it is always the case that if passenger_seatbelt holds, then lock_acceleration holds as well.;IF minimum distance from vehicle in front is LESS THAN 18 m AND the passenger is wearing the seatbelt THEN lock acceleration.
Globally, it is always the case that if overtaking and object_detection holds, then send_engine_conditions_alert eventually holds.;IF the vehicle is overtaking AND object is detected THEN send engine conditions alert.
Globally, it is never the case that video_number > 4 holds.;number of videos displayed MUST NOT be GREATER THAN 4.
Globally, it is always the case that coolant_level >= 58 holds.;coolant level is EQUAL or GREATER THAN 58 C.
Globally, it is always the case that if inter_light_sources_distance > 1.2 and passenger_side holds, then send_collision_alert and engine_efficiency = 53 eventually holds.;IF distance between light sources is GREATER THAN 1.2 m AND the passenger side is occupied THEN send collision alert AND engine efficiency EQUAL to 53 %.
Globally, it is always the case that if reversing and battery_charge > 60 holds, then AVG_MF < 0.3 holds as well.;IF the vehicle is reversing AND battery charge is GREATER THAN 60 % THEN average magnification factor CAN be LESS THAN 0.3.
After NN_clean_image_result = 0, it is always the case that if cruise_control_speed >= 20 holds, then headlight_intensity = 31 holds as well.;IF clean process algorithm result is EQUAL to 0 AND cruise control speed is EQUAL or GREATER THAN 20 km/h THEN headlight intensity EQUAL to 31 %.
Globally, it is never the case that traffic_density >= 36 holds.;traffic density MUST NOT be EQUAL or GREATER THAN 36 vehicles/km.
After on_left_lane, it is always the case that send_seatbelt_alert holds.;IF the vehicle is in the left lane THEN send seatbelt alert.
After braking, it is always the case that if camera_defrost_system holds, then send_tire_rotation_alert eventually holds.;IF the vehicle is braking AND camera defrost system THEN send tire rotation alert.
Globally, it is always the case that if engine_overheat_alert and older_driver holds, then send_oil_change_alert holds as well.;IF engine overheat alert is on AND older driver THEN send oil change alert.
Globally, it is always the case that if light_sources_distance >= 298 holds, then perceived_light_sources_number > 2 and emergency_brake eventually holds.;IF distance of light sources is EQUAL or GREATER THAN 298 m THEN number of perceived light sources CAN be GREATER THAN 2 AND activate emergency brake.
